X,Y,Z,RHO
-100,540,-37.37985714,66.22777
-100,540,-39.60115714,68.89549
-100,540,-41.95191429,71.48106
-100,540,-44.43947143,73.95636
-100,540,-47.07145714,76.29816
-100,540,-49.85581429,78.48218
-100,540,-52.80084286,80.47607
-100,540,-55.9152,82.2335
-100,540,-59.20794286,83.69107
-100,540,-62.68857143,84.76923
-100,540,-66.36704286,85.37768
-100,540,-70.25382857,85.42441
-100,540,-74.36,84.82718
-100,540,-78.69717143,83.52475
-100,540,-83.27767143,81.48557
-100,540,-88.11447143,78.7121
-100,540,-93.2213,75.24043
-100,540,-98.6127,71.13661
-100,540,-104.3040429,66.49143
-100,540,-110.3116,61.41579
-100,540,-116.6526429,56.03692
-100,540,-123.3454857,50.49502
-100,540,-130.4096429,44.93849
-100,540,-137.8659,39.51657
-100,540,-145.7364286,34.36929
-100,540,-154.045,29.61631
-100,540,-162.817,25.34726
-100,540,-172.0797143,21.61612
-100,540,-181.862,18.44103
-100,540,-192.1952857,15.8091
-100,540,-203.1125714,13.68474
-100,540,-214.6497143,12.01895
-100,540,-226.8442857,10.75797
-100,540,-239.7368571,9.849901
-100,540,-253.3704286,9.248974
-100,540,-267.7907143,8.917594
-100,540,-283.0464286,8.826732
-100,540,-299.1892857,8.955162
-100,540,-316.2742857,9.288104
-100,540,-334.3602857,9.815658
-100,540,-353.5092857,10.53128
-100,540,-373.7874286,11.43027
-100,540,-395.2645714,12.50807
-100,540,-418.0151429,13.7578
-100,540,-442.1174286,15.1667
-100,540,-467.6544286,16.71167
-100,540,-494.7137143,18.35483
-100,540,-523.3877143,20.0418
-100,540,-553.7735714,21.70532
-100,540,-585.9738571,23.27635
-100,540,-620.097,24.7013
-100,540,-656.2564286,25.96041
-100,540,-694.5725714,27.07974
-100,540,-735.1717143,28.13178
-100,550,-26.94802857,50.49652
-100,550,-28.56007143,52.96972
-100,550,-30.26605714,55.55339
-100,550,-32.07152857,58.23493
-100,550,-33.98235714,60.99003
-100,550,-36.00472857,63.78285
-100,550,-38.14512857,66.57074
-100,550,-40.41038571,69.31102
-100,550,-42.80757143,71.96659
-100,550,-45.3441,74.50759
-100,550,-48.02771429,76.90855
-100,550,-50.86642857,79.14229
-100,550,-53.86865714,81.17275
-100,550,-57.04317143,82.9493
-100,550,-60.39917143,84.40408
-100,550,-63.94627143,85.45378
-100,550,-67.69461429,86.00579
-100,550,-71.6548,85.96832
-100,550,-75.83805714,85.26261
-100,550,-80.25618571,83.83458
-100,550,-84.92167143,81.66338
-100,550,-89.8477,78.76474
-100,550,-95.0482,75.18901
-100,550,-100.5379286,71.01522
-100,550,-106.3325143,66.34379
-100,550,-112.4485286,61.28999
-100,550,-118.9034857,55.97952
-100,550,-125.7160571,50.54544
-100,550,-132.9060571,45.12499
-100,550,-140.4945857,39.85453
-100,550,-148.5041429,34.86188
-100,550,-156.9588571,30.25709
-100,550,-165.8842857,26.12386
-100,550,-175.3078571,22.51413
-100,550,-185.259,19.44742
-100,550,-195.7688571,16.91485
-100,550,-206.871,14.88652
-100,550,-218.6011429,13.32021
-100,550,-230.9974286,12.16939
-100,550,-244.1001429,11.38948
-100,550,-257.9525714,10.94166
-100,550,-272.6007143,10.7944
-100,550,-288.0928571,10.92292
-100,550,-304.481,11.30715
-100,550,-321.8194286,11.92864
-100,550,-340.1662857,12.7671
-100,550,-359.5825714,13.7974
-100,550,-380.1328571,14.98755
-100,550,-401.8855714,16.29816
-100,550,-424.9125714,17.68321
-100,550,-449.29,19.09157
-100,550,-475.0981429,20.46865
-100,550,-502.422,21.75837
-100,550,-531.3508571,22.90607
-100,550,-561.9794286,23.86387
-100,550,-594.4078571,24.59838
-100,550,-628.7415714,25.09954
-100,550,-665.0925714,25.38707
-100,550,-703.579,25.51133
-100,550,-744.3261429,25.54713
-100,560,-26.89778571,50.4983
-100,560,-28.506,53.02176
-100,560,-30.20792857,55.65929
-100,560,-32.00908571,58.39685
-100,560,-33.91534286,61.20812
-100,560,-35.93282857,64.05478
-100,560,-38.06804286,66.89134
-100,560,-40.32774286,69.67223
-100,560,-42.71898571,72.35758
-100,560,-45.24912857,74.91498
-100,560,-47.92584286,77.31646
-100,560,-50.75714286,79.53213
-100,560,-53.75134286,81.52297
-100,560,-56.91715714,83.23518
-100,560,-60.26374286,84.59807
-100,560,-63.80067143,85.52659
-100,560,-67.53798571,85.92838
-100,560,-71.48627143,85.71464
-100,560,-75.6567,84.81262
-100,560,-80.06102857,83.17714
-100,560,-84.71168571,80.79825
-100,560,-89.62181429,77.70349
-100,560,-94.80532857,73.95469
-100,560,-100.2769286,69.64096
-100,560,-106.0522286,64.8705
-100,560,-112.1477143,59.76351
-100,560,-118.5809429,54.44727
-100,560,-125.3705,49.05297
-100,560,-132.5362143,43.71258
-100,560,-140.0991714,38.55425
-100,560,-148.0818571,33.69573
-100,560,-156.5082857,29.23634
-100,560,-165.4041429,25.24984
-100,560,-174.7968571,21.7801
-100,560,-184.7157143,18.84107
-100,560,-195.192,16.42089
-100,560,-206.2591429,14.48891
-100,560,-217.9527143,13.00382
-100,560,-230.311,11.92107
-100,560,-243.3742857,11.19855
-100,560,-257.1858571,10.80003
-100,560,-271.7912857,10.69645
-100,560,-287.2392857,10.86521
-100,560,-303.5812857,11.28799
-100,560,-320.8721429,11.94759
-100,560,-339.1694286,12.82443
-100,560,-358.5341429,13.89338
-100,560,-379.0308571,15.1218
-100,560,-400.7278571,16.46904
-100,560,-423.6968571,17.88733
-100,560,-448.0138571,19.32343
-100,560,-473.7591429,20.72061
-100,560,-501.0172857,22.02072
-100,560,-529.8777143,23.1676
-100,560,-560.435,24.11257
-100,560,-592.7887143,24.82256
-100,560,-627.0445714,25.28892
-100,560,-663.3141429,25.53377
-100,560,-701.7155714,25.61028
-100,560,-742.3735714,25.59606
-100,570,-26.26674286,48.82555
-100,570,-27.83861429,51.15576
-100,570,-29.50221429,53.58588
-100,570,-31.26294286,56.10241
-100,570,-33.1265,58.68091
-100,570,-35.09895714,61.28638
-100,570,-37.18661429,63.8779
-100,570,-39.39615714,66.41519
-100,570,-41.73448571,68.86387
-100,570,-44.20885714,71.19691
-100,570,-46.82684286,73.39172
-100,570,-49.5963,75.42398
-100,570,-52.52545714,77.26071
-100,570,-55.62292857,78.85459
-100,570,-58.89774286,80.14174
-100,570,-62.35931429,81.04363
-100,570,-66.01761429,81.47372
-100,570,-69.88307143,81.3477
-100,570,-73.96668571,80.59551
-100,570,-78.2801,79.17232
-100,570,-82.83555714,77.0659
-100,570,-87.64605714,74.29852
-100,570,-92.7253,70.92367
-100,570,-98.08784286,67.01919
-100,570,-103.7490571,62.67967
-100,570,-109.7252429,58.01019
-100,570,-116.0336429,53.12251
-100,570,-122.6926,48.13294
-100,570,-129.7215714,43.16035
-100,570,-137.1413143,38.3226
-100,570,-144.9738571,33.73066
-100,570,-153.243,29.48114
-100,570,-161.9737143,25.64907
-100,570,-171.1931429,22.28305
-100,570,-180.93,19.40415
-100,570,-191.215,17.00876
-100,570,-202.0812857,15.07428
-100,570,-213.5637143,13.56613
-100,570,-225.6997143,12.44443
-100,570,-238.529,11.66925
-100,570,-252.0938571,11.20394
-100,570,-266.4392857,11.01638
-100,570,-281.6125714,11.07854
-100,570,-297.6645714,11.36484
-100,570,-314.6485714,11.84994
-100,570,-332.6214286,12.50685
-100,570,-351.643,13.30599
-100,570,-371.7771429,14.21589
-100,570,-393.091,15.20505
-100,570,-415.6555714,16.24443
-100,570,-439.5464286,17.3091
-100,570,-464.8428571,18.37819
-100,570,-491.6288571,19.43321
-100,570,-519.9934286,20.45585
-100,570,-550.0302857,21.42712
-100,570,-581.8384286,22.32918
-100,570,-615.5224286,23.15022
-100,570,-651.1931429,23.89048
-100,570,-688.9671429,24.56684
-100,570,-728.9682857,25.21329
-100,580,-25.62657143,46.61749
-100,580,-27.16075714,48.77729
-100,580,-28.78457143,51.02658
-100,580,-30.50331429,53.35269
-100,580,-32.32254286,55.73314
-100,580,-34.24817143,58.13609
-100,580,-36.28638571,60.52453
-100,580,-38.44365714,62.86197
-100,580,-40.7268,65.11684
-100,580,-43.14288571,67.26339
-100,580,-45.69932857,69.27866
-100,580,-48.40382857,71.13701
-100,580,-51.26448571,72.80425
-100,580,-54.28972857,74.23338
-100,580,-57.4884,75.36365
-100,580,-60.8698,76.12338
-100,580,-64.4437,76.43655
-100,580,-68.22034286,76.232
-100,580,-72.21055714,75.45345
-100,580,-76.42578571,74.06799
-100,580,-80.87808571,72.07103
-100,580,-85.58022857,69.48678
-100,580,-90.54572857,66.36464
-100,580,-95.78885714,62.77322
-100,580,-101.3247714,58.79431
-100,580,-107.1694857,54.51832
-100,580,-113.34,50.0419
-100,580,-119.8543429,45.46682
-100,580,-126.7317,40.89862
-100,580,-133.9924429,36.44355
-100,580,-141.6583286,32.20314
-100,580,-149.7525714,28.26719
-100,580,-158.3,24.70686
-100,580,-167.327,21.56984
-100,580,-176.8621429,18.87899
-100,580,-186.9354286,16.63449
-100,580,-197.5791429,14.81882
-100,580,-208.828,13.403
-100,580,-220.7184286,12.35263
-100,580,-233.2897143,11.63275
-100,580,-246.5831429,11.2109
-100,580,-260.643,11.05834
-100,580,-275.5158571,11.14962
-100,580,-291.2514286,11.46099
-100,580,-307.9024286,11.96825
-100,580,-325.5244286,12.64491
-100,580,-344.1764286,13.46125
-100,580,-363.9208571,14.38504
-100,580,-384.8238571,15.38342
-100,580,-406.955,16.42553
-100,580,-430.3884286,17.48419
-100,580,-455.2021429,18.53613
-100,580,-481.4784286,19.56047
-100,580,-509.3047143,20.53681
-100,580,-538.7727143,21.44473
-100,580,-569.9798571,22.26598
-100,580,-603.0291429,22.98957
-100,580,-638.0288571,23.61777
-100,580,-675.0942857,24.17031
-100,580,-714.3465714,24.68422
-100,590,-25.62797143,46.55275
-100,590,-27.16181429,48.73521
-100,590,-28.7853,51.00894
-100,590,-30.50368571,53.36068
-100,590,-32.32255714,55.76676
-100,590,-34.24778571,58.19352
-100,590,-36.28555714,60.60134
-100,590,-38.44232857,62.95058
-100,590,-40.72488571,65.20629
-100,590,-43.14028571,67.33952
-100,590,-45.6959,69.3248
-100,590,-48.39944286,71.13515
-100,590,-51.25895714,72.73641
-100,590,-54.28288571,74.08318
-100,590,-57.48007143,75.1177
-100,590,-60.85977143,75.77236
-100,590,-64.43175714,75.97588
-100,590,-68.20627143,75.6621
-100,590,-72.19415714,74.77972
-100,590,-76.40684286,73.30068
-100,590,-80.85637143,71.22518
-100,590,-85.55554286,68.58201
-100,590,-90.51785714,65.42481
-100,590,-95.75761429,61.82564
-100,590,-101.2899714,57.86828
-100,590,-107.1309571,53.64312
-100,590,-113.2975857,49.2443
-100,590,-119.8079286,44.76865
-100,590,-126.6811571,40.31478
-100,590,-133.9377143,35.98093
-100,590,-141.5993429,31.86063
-100,590,-149.6892857,28.03685
-100,590,-158.2322857,24.57583
-100,590,-167.255,21.52265
-100,590,-176.7855714,18.89973
-100,590,-186.8542857,16.70855
-100,590,-197.4934286,14.93397
-100,590,-208.7374286,13.5499
-100,590,-220.6228571,12.52482
-100,590,-233.1887143,11.82634
-100,590,-246.4765714,11.42406
-100,590,-260.5302857,11.29075
-100,590,-275.3967143,11.40179
-100,590,-291.1252857,11.73365
-100,590,-307.7685714,12.26175
-100,590,-325.382,12.95861
-100,590,-344.0245714,13.79323
-100,590,-363.7584286,14.7319
-100,590,-384.6494286,15.74046
-100,590,-406.767,16.78694
-100,590,-430.185,17.84329
-100,590,-454.9808571,18.88528
-100,590,-481.2368571,19.89076
-100,590,-509.0397143,20.83763
-100,590,-538.4814286,21.70346
-100,590,-569.6585714,22.46835
-100,590,-602.674,23.12062
-100,590,-637.6357143,23.66344
-100,590,-674.6585714,24.11901
-100,590,-713.8638571,24.528
-100,600,-25.6232,47.2356
-100,600,-27.15647143,49.47032
-100,600,-28.77934286,51.79801
-100,600,-30.49711429,54.20348
-100,600,-32.31535714,56.66076
-100,600,-34.23994286,59.13362
-100,600,-36.27704286,61.57994
-100,600,-38.43311429,63.95813
-100,600,-40.7149,66.23201
-100,600,-43.12948571,68.37219
-100,600,-45.6842,70.35325
-100,600,-48.38674286,72.14797
-100,600,-51.24514286,73.72113
-100,600,-54.26781429,75.0249
-100,600,-57.46358571,75.99777
-100,600,-60.84172857,76.56782
-100,600,-64.41197143,76.66025
-100,600,-68.18457143,76.20795
-100,600,-72.17038571,75.16279
-100,600,-76.38084286,73.50469
-100,600,-80.82802857,71.24605
-100,600,-85.52474286,68.43037
-100,600,-90.48452857,65.12579
-100,600,-95.72172857,61.41605
-100,600,-101.2515429,57.3918
-100,600,-107.0900429,53.14458
-100,600,-113.2543,48.76427
-100,600,-119.7623857,44.33932
-100,600,-126.6335286,39.95763
-100,600,-133.8882143,35.70639
-100,600,-141.5482286,31.66946
-100,600,-149.6368571,27.92251
-100,600,-158.179,24.5273
-100,600,-167.2012857,21.52694
-100,600,-176.732,18.94372
-100,600,-186.8015714,16.78008
-100,600,-197.4424286,15.02221
-100,600,-208.6891429,13.64517
-100,600,-220.5782857,12.61811
-100,600,-233.1491429,11.90859
-100,600,-246.4432857,11.48538
-100,600,-260.5045714,11.31958
-100,600,-275.38,11.38427
-100,600,-291.1191429,11.65324
-100,600,-307.7745714,12.09939
-100,600,-325.4021429,12.69381
-100,600,-344.061,13.40605
-100,600,-363.8138571,14.20598
-100,600,-384.727,15.06665
-100,600,-406.8705714,15.96708
-100,600,-430.3192857,16.89347
-100,600,-455.1514286,17.83797
-100,600,-481.4501429,18.79549
-100,600,-509.3032857,19.75975
-100,600,-538.8037143,20.72076
-100,600,-570.0492857,21.66546
-100,600,-603.1437143,22.58169
-100,600,-638.1961429,23.46442
-100,600,-675.3224286,24.32116
-100,600,-714.6444286,25.17399
-100,620,-25.53888571,47.0466
-100,620,-27.06645714,49.28978
-100,620,-28.68334286,51.62474
-100,620,-30.3948,54.03347
-100,620,-32.20637143,56.48674
-100,620,-34.12387143,58.94455
-100,620,-36.15344286,61.36063
-100,620,-38.30145714,63.68883
-100,620,-40.57462857,65.88815
-100,620,-42.97994286,67.92423
-100,620,-45.52471429,69.76682
-100,620,-48.21657143,71.38476
-100,620,-51.06352857,72.7407
-100,620,-54.07394286,73.78789
-100,620,-57.25662857,74.47044
-100,620,-60.62084286,74.72749
-100,620,-64.1763,74.50085
-100,620,-67.93327143,73.74438
-100,620,-71.90261429,72.43296
-100,620,-76.09575714,70.56848
-100,620,-80.52482857,68.18112
-100,620,-85.20265714,65.32548
-100,620,-90.14281429,62.07291
-100,620,-95.35967143,58.50263
-100,620,-100.8684571,54.69416
-100,620,-106.6853286,50.72315
-100,620,-112.8273857,46.6609
-100,620,-119.3128,42.57645
-100,620,-126.1608571,38.53926
-100,620,-133.3920857,34.62036
-100,620,-141.0283857,30.89075
-100,620,-149.0931429,27.41712
-100,620,-157.611,24.25629
-100,620,-166.609,21.45013
-100,620,-176.1151429,19.02279
-100,620,-186.16,16.98083
-100,620,-196.7758571,15.31594
-100,620,-207.997,14.00921
-100,620,-219.8604286,13.0357
-100,620,-232.405,12.36843
-100,620,-245.6722857,11.98089
-100,620,-259.7062857,11.84827
-100,620,-274.5538571,11.94713
-100,620,-290.2642857,12.25429
-100,620,-306.8905714,12.7453
-100,620,-324.488,13.39332
-100,620,-343.1158571,14.16907
-100,620,-362.8364286,15.04213
-100,620,-383.7158571,15.98326
-100,620,-405.8241429,16.96674
-100,620,-429.2351429,17.97141
-100,620,-454.0271429,18.97982
-100,620,-480.2827143,19.97566
-100,620,-508.0894286,20.94107
-100,620,-537.5394286,21.85574
-100,620,-568.7302857,22.69938
-100,620,-601.7652857,23.45757
-100,620,-636.7534286,24.1288
-100,620,-673.8098571,24.72961
-100,620,-713.0567143,25.29495
-100,640,-25.18352857,46.76963
-100,640,-26.6888,49.11886
-100,640,-28.28212857,51.56712
-100,640,-29.96865714,54.09173
-100,640,-31.75385714,56.65617
-100,640,-33.64345714,59.21002
-100,640,-35.64348571,61.69352
-100,640,-37.76025714,64.04473
-100,640,-40.00037143,66.20614
-100,640,-42.37072857,68.12808
-100,640,-44.87852857,69.76836
-100,640,-47.53131429,71.08922
-100,640,-50.33697143,72.05376
-100,640,-53.30378571,72.62364
-100,640,-56.44042857,72.75958
-100,640,-59.75601429,72.4246
-100,640,-63.26018571,71.5898
-100,640,-66.96305714,70.24103
-100,640,-70.87535714,68.3847
-100,640,-75.0084,66.05068
-100,640,-79.3742,63.29124
-100,640,-83.98544286,60.17581
-100,640,-88.85558571,56.78323
-100,640,-93.99891429,53.19343
-100,640,-99.43055714,49.48108
-100,640,-105.1665571,45.71233
-100,640,-111.2239429,41.94508
-100,640,-117.6208143,38.23141
-100,640,-124.3763714,34.62076
-100,640,-131.5110857,31.16207
-100,640,-139.0467571,27.90372
-100,640,-147.0065714,24.89142
-100,640,-155.4154286,22.16459
-100,640,-164.2997143,19.75293
-100,640,-173.6875714,17.67411
-100,640,-183.6092857,15.93348
-100,640,-194.0967143,14.52562
-100,640,-205.1842857,13.43724
-100,640,-216.9081429,12.65033
-100,640,-229.307,12.145
-100,640,-242.4221429,11.90123
-100,640,-256.2968571,11.8995
-100,640,-270.9777143,12.12019
-100,640,-286.5137143,12.54223
-100,640,-302.9568571,13.14164
-100,640,-320.3624286,13.89055
-100,640,-338.7887143,14.75767
-100,640,-358.2978571,15.71011
-100,640,-378.9552857,16.71623
-100,640,-400.8302857,17.74843
-100,640,-423.9962857,18.78429
-100,640,-448.5308571,19.80571
-100,640,-474.5161429,20.79629
-100,640,-502.039,21.73859
-100,640,-531.1908571,22.61343
-100,640,-562.069,23.40244
-100,640,-594.776,24.09381
-100,640,-629.42,24.68894
-100,640,-666.1158571,25.20701
-100,640,-704.9848571,25.68487
-100,660,-24.89455714,46.78238
-100,660,-26.38148571,49.26909
-100,660,-27.95524286,51.85689
-100,660,-29.62088571,54.50956
-100,660,-31.38371429,57.17486
-100,660,-33.24934286,59.78545
-100,660,-35.2236,62.26512
-100,660,-37.31262857,64.53799
-100,660,-39.52284286,66.53668
-100,660,-41.86095714,68.20665
-100,660,-44.33401429,69.50569
-100,660,-46.94935714,70.40045
-100,660,-49.71472857,70.86234
-100,660,-52.6382,70.86545
-100,660,-55.72834286,70.38738
-100,660,-58.9941,69.41318
-100,660,-62.44497143,67.94098
-100,660,-66.09097143,65.98749
-100,660,-69.94268571,63.59128
-100,660,-74.01135714,60.81227
-100,660,-78.30887143,57.72696
-100,660,-82.84785714,54.42052
-100,660,-87.64172857,50.97755
-100,660,-92.70468571,47.47412
-100,660,-98.05181429,43.97278
-100,660,-103.6991286,40.5215
-100,660,-109.6636286,37.15604
-100,660,-115.9633714,33.90442
-100,660,-122.6175571,30.79181
-100,660,-129.6466,27.84409
-100,660,-137.0722714,25.08917
-100,660,-144.9177143,22.55588
-100,660,-153.2078571,20.27119
-100,660,-161.9687143,18.25698
-100,660,-171.2287143,16.52764
-100,660,-181.0177143,15.08914
-100,660,-191.3677143,13.93969
-100,660,-202.3127143,13.07164
-100,660,-213.8888571,12.47367
-100,660,-226.1347143,12.13277
-100,660,-239.0911429,12.03538
-100,660,-252.8015714,12.16751
-100,660,-267.312,12.51374
-100,660,-282.6714286,13.05573
-100,660,-298.9315714,13.77051
-100,660,-316.1474286,14.62977
-100,660,-334.377,15.60044
-100,660,-353.682,16.64715
-100,660,-374.1275714,17.73562
-100,660,-395.7827143,18.83582
-100,660,-418.7204286,19.92324
-100,660,-443.018,20.97777
-100,660,-468.7568571,21.98059
-100,660,-496.0234286,22.9113
-100,660,-524.9091429,23.74754
-100,660,-555.5104286,24.46851
-100,660,-587.9292857,25.062
-100,660,-622.274,25.53202
-100,660,-658.6587143,25.90346
-100,660,-697.2044286,26.22103
-110,440,-25.27675714,44.1047
-110,440,-26.79247143,45.74928
-110,440,-28.39692857,47.45767
-110,440,-30.09538571,49.23198
-110,440,-31.89345714,51.06964
-110,440,-33.79707143,52.96338
-110,440,-35.8125,54.90293
-110,440,-37.94637143,56.87682
-110,440,-40.2056,58.87274
-110,440,-42.59747143,60.87575
-110,440,-45.1296,62.86478
-110,440,-47.8099,64.80888
-110,440,-50.64668571,66.66457
-110,440,-53.64862857,68.37544
-110,440,-56.82481429,69.8742
-110,440,-60.18471429,71.08693
-110,440,-63.73827143,71.93879
-110,440,-67.4959,72.36025
-110,440,-71.46857143,72.29295
-110,440,-75.66777143,71.69417
-110,440,-80.10564286,70.53945
-110,440,-84.79497143,68.82312
-110,440,-89.74927143,66.55738
-110,440,-94.98282857,63.77071
-110,440,-100.5107429,60.50691
-110,440,-106.3490429,56.82517
-110,440,-112.5146429,52.80129
-110,440,-119.0255286,48.52858
-110,440,-125.9008,44.11687
-110,440,-133.1607429,39.68805
-110,440,-140.8269857,35.36776
-110,440,-148.9225714,31.27446
-110,440,-157.472,27.50853
-110,440,-166.5017143,24.14395
-110,440,-176.0394286,21.22473
-110,440,-186.1151429,18.76622
-110,440,-196.7608571,16.7603
-110,440,-208.0104286,15.1826
-110,440,-219.9,13.99974
-110,440,-232.4681429,13.1753
-110,440,-245.7558571,12.67373
-110,440,-259.8065714,12.46209
-110,440,-274.6664286,12.51001
-110,440,-290.3844286,12.78823
-110,440,-307.0124286,13.2667
-110,440,-324.605,13.91301
-110,440,-343.2205714,14.69193
-110,440,-362.9202857,15.56652
-110,440,-383.7691429,16.50037
-110,440,-405.8355714,17.46026
-110,440,-429.1921429,18.41761
-110,440,-453.9155714,19.34813
-110,440,-480.0867143,20.22992
-110,440,-507.7912857,21.04136
-110,440,-537.1198571,21.7608
-110,440,-568.1681429,22.36948
-110,440,-601.0377143,22.85723
-110,440,-635.8357143,23.22893
-110,440,-672.6757143,23.50827
-110,440,-711.6781429,23.73656
-110,450,-25.44881429,44.67187
-110,450,-26.97438571,46.36861
-110,450,-28.58917143,48.13373
-110,450,-30.29845714,49.97078
-110,450,-32.10788571,51.87809
-110,450,-34.02342857,53.84855
-110,450,-36.05141429,55.87119
-110,450,-38.1985,57.93315
-110,450,-40.47165714,60.02024
-110,450,-42.87821429,62.11548
-110,450,-45.42581429,64.19586
-110,450,-48.12242857,66.22883
-110,450,-50.97641429,68.16978
-110,450,-53.99644286,69.96159
-110,450,-57.19165714,71.53654
-110,450,-60.57152857,72.82018
-110,450,-64.14602857,73.73653
-110,450,-67.9256,74.21382
-110,450,-71.9212,74.18985
-110,450,-76.14432857,73.61642
-110,450,-80.60715714,72.46242
-110,450,-85.32247143,70.71532
-110,450,-90.3038,68.38166
-110,450,-95.56544286,65.487
-110,450,-101.1225143,62.07603
-110,450,-106.9910143,58.21322
-110,450,-113.1879286,53.98352
-110,450,-119.7312286,49.49202
-110,450,-126.6400143,44.8612
-110,450,-133.9346143,40.22449
-110,450,-141.6366857,35.71651
-110,450,-149.7692857,31.46131
-110,450,-158.357,27.56142
-110,450,-167.4261429,24.09009
-110,450,-177.0048571,21.08858
-110,450,-187.1231429,18.56836
-110,450,-197.8127143,16.51714
-110,450,-209.108,14.90653
-110,450,-221.045,13.69967
-110,450,-233.6625714,12.85731
-110,450,-247.0018571,12.34174
-110,450,-261.1061429,12.11849
-110,450,-276.022,12.15606
-110,450,-291.7985714,12.4244
-110,450,-308.4875714,12.89281
-110,450,-326.1441429,13.52828
-110,450,-344.8265714,14.29509
-110,450,-364.5962857,15.156
-110,450,-385.5187143,16.07491
-110,450,-407.6622857,17.01969
-110,450,-431.1001429,17.96392
-110,450,-455.9088571,18.88645
-110,450,-482.1701429,19.76922
-110,450,-509.9695714,20.59449
-110,450,-539.3982857,21.34392
-110,450,-570.5524286,22.00058
-110,450,-603.5337143,22.55425
-110,450,-638.4497143,23.00763
-110,450,-675.4142857,23.38057
-110,450,-714.5481429,23.70966
-110,460,-25.51767143,39.30084
-110,460,-27.04592857,40.87151
-110,460,-28.66354286,42.50726
-110,460,-30.3758,44.21018
-110,460,-32.18832857,45.97747
-110,460,-34.10705714,47.80143
-110,460,-36.13825714,49.6711
-110,460,-38.28851429,51.57433
-110,460,-40.56472857,53.49855
-110,460,-42.97414286,55.42953
-110,460,-45.52431429,57.34836
-110,460,-48.22315714,59.2279
-110,460,-51.07895714,61.03015
-110,460,-54.10037143,62.70534
-110,460,-57.29648571,64.19334
-110,460,-60.6768,65.42695
-110,460,-64.25127143,66.33676
-110,460,-68.03035714,66.85657
-110,460,-72.02498571,66.9288
-110,460,-76.24664286,66.50896
-110,460,-80.70737143,65.56863
-110,460,-85.4198,64.09683
-110,460,-90.39728571,62.09996
-110,460,-95.65384286,59.60116
-110,460,-101.2043286,56.63984
-110,460,-107.0645143,53.27194
-110,460,-113.2511286,49.57086
-110,460,-119.7820143,45.62779
-110,460,-126.6761714,41.55015
-110,460,-133.9538714,37.45673
-110,460,-141.6367429,33.46937
-110,460,-149.7477143,29.70241
-110,460,-158.3114286,26.25246
-110,460,-167.3535714,23.19092
-110,460,-176.9017143,20.5611
-110,460,-186.985,18.38011
-110,460,-197.6341429,16.64447
-110,460,-208.8821429,15.3375
-110,460,-220.7635714,14.43672
-110,460,-233.3154286,13.91991
-110,460,-246.5772857,13.76918
-110,460,-260.5908571,13.9726
-110,460,-275.401,14.52358
-110,460,-291.0551429,15.41784
-110,460,-307.6035714,16.64829
-110,460,-325.0994286,18.19804
-110,460,-343.5984286,20.03233
-110,460,-363.1592857,22.09037
-110,460,-383.8431429,24.27882
-110,460,-405.7141429,26.46814
-110,460,-428.8394286,28.49397
-110,460,-453.2894286,30.16533
-110,460,-479.1381429,31.28271
-110,460,-506.4634286,31.66861
-110,460,-535.348,31.20945
-110,460,-565.8795714,29.89846
-110,460,-598.1512857,27.85925
-110,460,-632.2625714,25.3303
-110,460,-668.3195714,22.60877
-110,460,-706.4357143,19.97706
-110,470,-25.33664286,44.45459
-110,470,-26.856,46.15244
-110,470,-28.46418571,47.91841
-110,470,-30.16647143,49.75519
-110,470,-31.96844286,51.66
-110,470,-33.87605714,53.62438
-110,470,-35.89561429,55.63592
-110,470,-38.03374286,57.68053
-110,470,-40.29738571,59.74341
-110,470,-42.69384286,61.80798
-110,470,-45.23075714,63.853
-110,470,-47.91605714,65.8491
-110,470,-50.75808571,67.75606
-110,470,-53.76551429,69.5219
-110,470,-56.94742857,71.084
-110,470,-60.3133,72.37218
-110,470,-63.87307143,73.31316
-110,470,-67.63714286,73.83581
-110,470,-71.61644286,73.87639
-110,470,-75.82244286,73.38321
-110,470,-80.26725714,72.31996
-110,470,-84.96362857,70.66767
-110,470,-89.92504286,68.42551
-110,470,-95.16572857,65.61111
-110,470,-100.7007286,62.26122
-110,470,-106.5459857,58.43318
-110,470,-112.7183714,54.20688
-110,470,-119.2357571,49.68561
-110,470,-126.1171429,44.99415
-110,470,-133.3827286,40.27243
-110,470,-141.0540571,35.66474
-110,470,-149.1541429,31.30614
-110,470,-157.7072857,27.30927
-110,470,-166.74,23.75495
-110,470,-176.28,20.68855
-110,470,-186.3574286,18.12229
-110,470,-197.004,16.04208
-110,470,-208.2537143,14.41633
-110,470,-220.143,13.20459
-110,470,-232.7102857,12.36438
-110,470,-245.9967143,11.85554
-110,470,-260.0457143,11.64206
-110,470,-274.9037143,11.6917
-110,470,-290.6195714,11.97421
-110,470,-307.2452857,12.45894
-110,470,-324.8358571,13.11278
-110,470,-343.4494286,13.89946
-110,470,-363.1477143,14.78073
-110,470,-383.9955714,15.71913
-110,470,-406.0621429,16.68129
-110,470,-429.42,17.64025
-110,470,-454.1461429,18.57559
-110,470,-480.322,19.47146
-110,470,-508.0335714,20.31371
-110,470,-537.3715714,21.08827
-110,470,-568.4324286,21.78222
-110,470,-601.3174286,22.38786
-110,470,-636.1344286,22.90811
-110,470,-672.997,23.36049
-110,470,-712.0257143,23.77724
